nyud 509
nyud 200
scenenet train/0/444 3800
scenenet train/0/110 3900
scenenet train/0/243 4550
scenenet train/0/199 650
scenenet train/0/56 1175
scenenet train/0/383 6800
nyud 127
nyud 390
scannet scene0000_02 000269
scannet scene0001_01 000663
scannet scene0002_00 001012
scannet scene0000_00 000971
scannet scene0000_01 000566
scannet scene0000_00 003404
scannet scene0001_00 000447
scannet scene0000_01 004893
scannet scene0000_00 002525
scannet scene0000_01 002610
scannet scene0002_00 000437
scannet scene0000_02 000792
scenenet train/0/168 1850
scenenet train/0/64 1425
scenenet train/0/338 3325
scenenet train/0/79 4325
scenenet train/0/451 3750
scenenet train/0/356 3800
scenenet train/0/243 6300
scenenet train/0/89 4275
scenenet train/0/460 875
scenenet train/0/420 1000
scenenet train/0/184 3650
scenenet train/0/231 6175
scenenet train/0/272 5700
scenenet train/0/116 3825
scenenet train/0/245 3675
scenenet train/0/77 1000
scenenet train/0/13 5275
scenenet train/0/199 3650
scenenet train/0/351 1825
scenenet train/0/294 1400
scenenet train/0/100 1650
scenenet train/0/330 3400
scenenet train/0/457 7050
scenenet train/0/74 7475
scenenet train/0/457 1675
scenenet train/0/489 4550
scenenet train/0/343 1500
scenenet train/0/342 7200
scenenet train/0/384 6100
scenenet train/0/158 1325
scenenet train/0/392 2325
scenenet train/0/149 3175
scenenet train/0/275 2050
scenenet train/0/9 3900
nyud 24
nyud 1079
scannet scene0000_02 004509
scannet scene0000_01 001924
scannet scene0002_01 001021
scannet scene0000_00 004468
scannet scene0000_02 000927
scannet scene0000_02 005209
scannet scene0000_00 004764
scannet scene0000_02 002288
scannet scene0000_02 004837
scannet scene0002_01 004037
scannet scene0000_00 001514
scannet scene0000_00 004053
scenenet train/0/374 4475
scenenet train/0/267 3500
scenenet train/0/149 7100
scenenet train/0/451 3475
scenenet train/0/397 4375
scenenet train/0/251 1025
scenenet train/0/445 1425
scenenet train/0/214 6675
scenenet train/0/250 725
scenenet train/0/284 1275
scenenet train/0/440 1800
scenenet train/0/325 3375
scenenet train/0/34 4900
scenenet train/0/239 4075
scenenet train/0/231 6350
scenenet train/0/441 4150
scenenet train/0/272 5450
scenenet train/0/221 1175
scenenet train/0/470 2875
scenenet train/0/261 5100
scenenet train/0/334 5900
scenenet train/0/54 3875
scenenet train/0/350 50
scenenet train/0/302 2625
scenenet train/0/329 4225
scenenet train/0/148 2275
scenenet train/0/139 3600
scenenet train/0/462 1475
scenenet train/0/339 1000
scenenet train/0/39 1925
scenenet train/0/192 4275
scenenet train/0/295 2825
scenenet train/0/257 1825
scenenet train/0/370 3250
nyud 130
nyud 1262
scannet scene0002_01 001066
scannet scene0000_00 003289
scannet scene0002_01 002562
scannet scene0002_01 003491
scannet scene0001_00 001011
scannet scene0000_00 001302
scannet scene0000_00 000623
scannet scene0000_02 002843
scannet scene0000_01 002357
scannet scene0000_00 000877
scannet scene0000_00 002364
scannet scene0002_01 001556
scenenet train/0/231 4225
scenenet train/0/365 3000
scenenet train/0/89 3800
scenenet train/0/351 3450
scenenet train/0/15 7350
scenenet train/0/399 5775
scenenet train/0/282 4575
scenenet train/0/161 2875
scenenet train/0/27 1275
scenenet train/0/275 6800
scenenet train/0/160 2175
scenenet train/0/230 5975
scenenet train/0/187 6425
scenenet train/0/0 5450
scenenet train/0/70 75
scenenet train/0/64 6075
scenenet train/0/193 4150
scenenet train/0/299 2450
scenenet train/0/95 1000
scenenet train/0/74 5475
scenenet train/0/219 450
scenenet train/0/365 2975
scenenet train/0/116 7425
scenenet train/0/118 3650
scenenet train/0/386 4175
scenenet train/0/62 3950
scenenet train/0/8 6175
scenenet train/0/68 4425
scenenet train/0/462 2300
scenenet train/0/456 3025
scenenet train/0/275 1825
scenenet train/0/111 6425
scenenet train/0/221 6225
scenenet train/0/382 1400
nyud 1130
nyud 340
scannet scene0000_01 000873
scannet scene0002_01 003587
scannet scene0002_01 005432
scannet scene0001_00 000807
scannet scene0000_00 002548
scannet scene0002_00 000627
scannet scene0001_00 000718
scannet scene0000_01 002932
scannet scene0002_00 000048
scannet scene0000_00 003977
scannet scene0002_01 000067
scannet scene0000_01 003770
scenenet train/0/340 4600
scenenet train/0/156 7200
scenenet train/0/418 4375
scenenet train/0/399 3100
scenenet train/0/90 950
scenenet train/0/428 5600
scenenet train/0/88 4900
scenenet train/0/84 3125
scenenet train/0/446 1175
scenenet train/0/193 7375
scenenet train/0/217 475
scenenet train/0/192 5725
scenenet train/0/482 5050
scenenet train/0/244 4400
scenenet train/0/436 1375
scenenet train/0/350 6350
scenenet train/0/116 300
scenenet train/0/92 425
scenenet train/0/449 2925
scenenet train/0/462 5075
scenenet train/0/239 1575
scenenet train/0/456 1100
scenenet train/0/496 5600
scenenet train/0/217 3500
scenenet train/0/408 1850
scenenet train/0/165 2650
scenenet train/0/366 1675
scenenet train/0/451 5525
scenenet train/0/188 6475
scenenet train/0/37 1450
scenenet train/0/47 4425
scenenet train/0/161 1100
scenenet train/0/329 5075
scenenet train/0/202 6950
nyud 36
nyud 248
scannet scene0001_00 000271
scannet scene0002_01 004877
scannet scene0000_01 002493
scannet scene0000_00 003279
scannet scene0000_02 000097
scannet scene0000_02 004319
scannet scene0001_00 000735
scannet scene0001_01 001107
scannet scene0000_00 002908
scannet scene0000_01 004655
scannet scene0000_00 005158
scannet scene0000_01 003493
scenenet train/0/340 1875
scenenet train/0/429 1050
scenenet train/0/148 7325
scenenet train/0/481 6500
scenenet train/0/134 3025
scenenet train/0/185 2975
scenenet train/0/31 1250
scenenet train/0/445 4175
scenenet train/0/281 375
scenenet train/0/279 2875
scenenet train/0/319 6825
scenenet train/0/462 4300
scenenet train/0/297 2800
scenenet train/0/210 5375
scenenet train/0/267 5150
scenenet train/0/86 900
scenenet train/0/55 3675
scenenet train/0/346 5150
scenenet train/0/123 950
scenenet train/0/261 5050
scenenet train/0/392 2350
scenenet train/0/233 5050
scenenet train/0/131 2100
scenenet train/0/386 6900
scenenet train/0/432 3575
scenenet train/0/67 5375
scenenet train/0/234 825
scenenet train/0/84 2225
scenenet train/0/176 5675
scenenet train/0/69 2025
scenenet train/0/471 1225
scenenet train/0/229 5800
scenenet train/0/166 6825
scenenet train/0/163 3175
nyud 997
nyud 1102
scannet scene0000_01 003739
scannet scene0000_01 003987
scannet scene0002_01 003725
scannet scene0002_01 001207
scannet scene0000_02 003993
scannet scene0002_01 005310
scannet scene0000_01 004277
scannet scene0002_01 003002
scannet scene0001_00 001263
scannet scene0000_01 004715
scannet scene0002_01 005294
scannet scene0000_02 000237
scenenet train/0/19 5825
scenenet train/0/484 100
scenenet train/0/19 1300
scenenet train/0/237 2900
scenenet train/0/70 2850
scenenet train/0/383 2100
scenenet train/0/164 3450
scenenet train/0/230 2275
scenenet train/0/84 5475
scenenet train/0/196 3550
scenenet train/0/318 3650
scenenet train/0/48 6900
scenenet train/0/407 3900
scenenet train/0/98 4900
scenenet train/0/378 2750
scenenet train/0/69 5125
scenenet train/0/215 5300
scenenet train/0/225 4025
scenenet train/0/397 4025
scenenet train/0/181 3950
scenenet train/0/102 6250
scenenet train/0/196 5900
scenenet train/0/84 7475
scenenet train/0/261 5950
scenenet train/0/353 3600
scenenet train/0/164 2025
scenenet train/0/37 3500
scenenet train/0/493 6850
scenenet train/0/470 6600
scenenet train/0/122 6150
scenenet train/0/281 3025
scenenet train/0/277 450
scenenet train/0/51 4275
scenenet train/0/121 2525
nyud 238
nyud 849
scannet scene0000_01 002865
scannet scene0000_02 004937
scannet scene0000_01 004059
scannet scene0000_00 004907
scannet scene0000_02 001563
scannet scene0000_01 000120
scannet scene0000_02 003767
scannet scene0000_02 003857
scannet scene0002_01 004290
scannet scene0000_01 004854
scannet scene0000_00 002348
scannet scene0000_01 001782
scenenet train/0/412 2400
scenenet train/0/439 1950
scenenet train/0/15 4175
scenenet train/0/387 1150
scenenet train/0/172 4225
scenenet train/0/282 1550
scenenet train/0/467 3875
scenenet train/0/60 4075
scenenet train/0/206 450
scenenet train/0/72 4425
scenenet train/0/235 5850
scenenet train/0/23 1600
scenenet train/0/345 1925
scenenet train/0/59 3200
scenenet train/0/422 4875
scenenet train/0/30 4425
scenenet train/0/349 125
scenenet train/0/238 2975
scenenet train/0/179 3975
scenenet train/0/225 4425
scenenet train/0/307 1650
scenenet train/0/168 4950
scenenet train/0/250 7275
scenenet train/0/247 6075
scenenet train/0/182 350
scenenet train/0/110 4350
scenenet train/0/212 4850
scenenet train/0/439 2775
scenenet train/0/120 5575
scenenet train/0/376 6025
scenenet train/0/461 4475
scenenet train/0/8 6500
scenenet train/0/228 2175
scenenet train/0/266 5450
nyud 493
nyud 665
scannet scene0000_02 003527
scannet scene0001_01 000238
scannet scene0000_01 002176
scannet scene0000_00 000420
scannet scene0002_01 001813
scannet scene0000_02 002185
scannet scene0000_00 000172
scannet scene0000_02 003706
scannet scene0001_01 000785
scannet scene0000_00 003566
scannet scene0000_00 000055
scannet scene0000_01 002263
scenenet train/0/419 775
scenenet train/0/402 2150
scenenet train/0/106 4425
scenenet train/0/493 3575
scenenet train/0/172 5725
scenenet train/0/48 7200
scenenet train/0/499 950
scenenet train/0/162 2900
scenenet train/0/65 5975
scenenet train/0/423 6400
scenenet train/0/42 6425
scenenet train/0/471 4350
scenenet train/0/75 3375
scenenet train/0/210 525
scenenet train/0/292 2025
scenenet train/0/376 7050
scenenet train/0/225 2575
scenenet train/0/47 925
scenenet train/0/148 5575
scenenet train/0/492 2050
scenenet train/0/221 3800
scenenet train/0/447 1325
scenenet train/0/268 4975
scenenet train/0/452 2275
scenenet train/0/300 3025
scenenet train/0/363 3025
scenenet train/0/139 3875
scenenet train/0/404 7025
scenenet train/0/208 3275
scenenet train/0/415 6550
scenenet train/0/358 250
scenenet train/0/133 6750
scenenet train/0/189 6300
scenenet train/0/24 7175
nyud 1297
nyud 542
scannet scene0000_02 004282
scannet scene0000_00 000529
scannet scene0000_02 005373
scannet scene0000_02 001683
scannet scene0002_01 000624
scannet scene0002_01 004305
scannet scene0000_02 003254
scannet scene0002_00 000192
scannet scene0000_01 002654
scannet scene0000_02 003988
scannet scene0000_02 005100
scannet scene0000_00 003790
scenenet train/0/167 4050
scenenet train/0/365 4450
scenenet train/0/163 4375
scenenet train/0/241 3875
scenenet train/0/411 3800
scenenet train/0/436 4450
scenenet train/0/448 4825
scenenet train/0/30 3325
scenenet train/0/450 2075
scenenet train/0/377 5275
scenenet train/0/21 325
scenenet train/0/137 4075
scenenet train/0/255 4200
scenenet train/0/381 6675
scenenet train/0/172 4075
scenenet train/0/488 3250
scenenet train/0/400 7225
scenenet train/0/433 3950
scenenet train/0/461 7300
scenenet train/0/25 3875
scenenet train/0/382 4525
scenenet train/0/444 375
scenenet train/0/113 3400
scenenet train/0/290 6575
scenenet train/0/134 4925
scenenet train/0/273 4875
scenenet train/0/174 5850
scenenet train/0/0 3750
scenenet train/0/491 3000
scenenet train/0/245 3875
scenenet train/0/44 2925
scenenet train/0/132 1950
scenenet train/0/350 4825
scenenet train/0/376 1750
nyud 587
nyud 242
scannet scene0002_00 001319
scannet scene0002_01 003197
scannet scene0000_01 001483
scannet scene0002_01 001098
scannet scene0002_01 004559
scannet scene0000_01 004073
scannet scene0002_01 004347
scannet scene0000_00 001663
scannet scene0002_01 001782
scannet scene0000_01 000884
scannet scene0000_02 002840
scannet scene0002_01 005357
scenenet train/0/486 325
scenenet train/0/143 3975
scenenet train/0/112 3225
scenenet train/0/72 1775
scenenet train/0/108 1525
scenenet train/0/473 225
scenenet train/0/199 4675
scenenet train/0/18 300
scenenet train/0/62 4050
scenenet train/0/480 6850
scenenet train/0/328 2775
scenenet train/0/320 6150
scenenet train/0/428 4950
scenenet train/0/404 1725
scenenet train/0/99 5475
scenenet train/0/251 5075
scenenet train/0/331 3575
scenenet train/0/233 1200
scenenet train/0/470 1025
scenenet train/0/315 2875
scenenet train/0/107 5225
scenenet train/0/435 1500
scenenet train/0/244 1850
scenenet train/0/312 5425
scenenet train/0/44 7450
scenenet train/0/218 4850
scenenet train/0/163 4325
scenenet train/0/37 1225
scenenet train/0/400 1375
scenenet train/0/263 5900
scenenet train/0/422 1375
scenenet train/0/357 1825
scenenet train/0/108 3875
scenenet train/0/470 1100
nyud 1083
nyud 66
scannet scene0002_01 002696
scannet scene0002_01 003771
scannet scene0000_00 003756
scannet scene0000_00 000080
scannet scene0000_02 001238
scannet scene0001_01 001147
scannet scene0000_01 003958
scannet scene0001_01 000289
scannet scene0000_00 003266
scannet scene0000_02 002445
scannet scene0000_01 005077
scannet scene0000_02 002357
scenenet train/0/237 3100
scenenet train/0/36 3150
scenenet train/0/376 5975
scenenet train/0/308 3600
scenenet train/0/248 650
scenenet train/0/32 1600
scenenet train/0/302 2550
scenenet train/0/102 5000
scenenet train/0/262 5450
scenenet train/0/347 6500
scenenet train/0/437 2575
scenenet train/0/327 4850
scenenet train/0/24 1975
scenenet train/0/87 3450
scenenet train/0/287 2475
scenenet train/0/407 2700
scenenet train/0/157 4850
scenenet train/0/19 50
scenenet train/0/203 2100
scenenet train/0/120 6350
scenenet train/0/86 5975
scenenet train/0/231 4450
scenenet train/0/437 3400
scenenet train/0/194 6575
scenenet train/0/223 6275
scenenet train/0/183 4500
scenenet train/0/182 3575
scenenet train/0/182 2475
scenenet train/0/213 2350
scenenet train/0/184 6000
scenenet train/0/346 1450
scenenet train/0/348 1700
scenenet train/0/30 2825
scenenet train/0/249 4375
nyud 282
nyud 927
scannet scene0001_00 000493
scannet scene0000_02 004090
scannet scene0000_01 002813
scannet scene0000_02 003448
scannet scene0002_01 001458
scannet scene0002_01 003339
scannet scene0001_01 001177
scannet scene0000_00 003672
scannet scene0000_00 004850
scannet scene0000_01 001003
scannet scene0000_00 000480
scannet scene0000_02 004224
scenenet train/0/188 5400
scenenet train/0/213 700
scenenet train/0/276 3475
scenenet train/0/480 1925
scenenet train/0/476 4725
scenenet train/0/465 5800
scenenet train/0/248 1350
scenenet train/0/374 300
scenenet train/0/101 5375
scenenet train/0/350 4600
scenenet train/0/484 900
scenenet train/0/94 3975
scenenet train/0/323 2425
scenenet train/0/439 3475
scenenet train/0/119 2525
scenenet train/0/164 3050
scenenet train/0/306 2200
scenenet train/0/64 4675
scenenet train/0/349 7100
scenenet train/0/489 2550
scenenet train/0/303 5775
scenenet train/0/483 6850
scenenet train/0/195 2575
scenenet train/0/159 5250
scenenet train/0/210 6700
scenenet train/0/161 6450
scenenet train/0/296 5775
scenenet train/0/286 700
scenenet train/0/245 5600
scenenet train/0/285 7350
scenenet train/0/64 3050
scenenet train/0/37 4675
scenenet train/0/395 4900
scenenet train/0/268 2725
nyud 611
nyud 166
scannet scene0000_02 000458
scannet scene0000_00 001366
scannet scene0000_00 003371
scannet scene0000_01 004344
scannet scene0000_02 003583
scannet scene0000_01 000719
scannet scene0000_01 000172
scannet scene0000_00 003887
scannet scene0000_01 001366
scannet scene0000_01 001444
scannet scene0000_01 004599
scannet scene0000_01 004216
scenenet train/0/57 275
scenenet train/0/205 5125
scenenet train/0/386 4000
scenenet train/0/23 3675
scenenet train/0/96 2325
scenenet train/0/417 3175
scenenet train/0/131 6850
scenenet train/0/26 1300
scenenet train/0/156 2775
scenenet train/0/64 5725
scenenet train/0/192 6325
scenenet train/0/371 7200
scenenet train/0/32 3575
scenenet train/0/274 2225
scenenet train/0/469 1175
scenenet train/0/463 250
scenenet train/0/5 2450
scenenet train/0/457 3750
scenenet train/0/2 5675
scenenet train/0/293 625
scenenet train/0/102 3775
scenenet train/0/378 6950
scenenet train/0/282 6075
scenenet train/0/211 1650
scenenet train/0/342 3825
scenenet train/0/475 3075
scenenet train/0/297 6550
scenenet train/0/313 1650
scenenet train/0/494 2750
scenenet train/0/446 6275
scenenet train/0/197 2750
scenenet train/0/368 3275
scenenet train/0/17 6950
scenenet train/0/117 2150
nyud 251
nyud 114
scannet scene0000_00 005234
scannet scene0000_00 001678
scannet scene0002_01 005392
scannet scene0000_02 004588
scannet scene0002_01 000967
scannet scene0000_02 005210
scannet scene0000_01 005171
scannet scene0000_02 002688
scannet scene0000_01 005022
scannet scene0000_00 003077
scannet scene0000_01 004803
scannet scene0002_01 002083
scenenet train/0/149 450
scenenet train/0/268 5125
scenenet train/0/418 4475
scenenet train/0/257 1325
scenenet train/0/25 7475
scenenet train/0/358 6500
scenenet train/0/296 2225
scenenet train/0/272 2325
scenenet train/0/226 4175
scenenet train/0/166 3650
scenenet train/0/161 7475
scenenet train/0/44 2300
scenenet train/0/407 2825
scenenet train/0/221 2400
scenenet train/0/183 7275
scenenet train/0/388 3325
scenenet train/0/376 2825
scenenet train/0/99 3450
scenenet train/0/484 4800
scenenet train/0/476 6950
scenenet train/0/254 4225
scenenet train/0/477 2350
scenenet train/0/324 125
scenenet train/0/197 3500
scenenet train/0/465 5650
scenenet train/0/100 2650
scenenet train/0/365 1675
scenenet train/0/226 4475
scenenet train/0/495 6400
scenenet train/0/284 550
scenenet train/0/294 6800
scenenet train/0/276 6100
scenenet train/0/70 5125
scenenet train/0/90 2375
nyud 313
nyud 653
scannet scene0000_02 001905
scannet scene0000_00 000816
scannet scene0002_01 000622
scannet scene0002_01 002453
scannet scene0002_01 005148
scannet scene0001_00 000367
scannet scene0000_00 004720
scannet scene0000_00 000061
scannet scene0001_01 000328
scannet scene0001_00 000019
scannet scene0000_02 002209
scannet scene0000_00 001220
scenenet train/0/265 6600
scenenet train/0/352 2075
scenenet train/0/82 3050
scenenet train/0/345 100
scenenet train/0/68 7325
scenenet train/0/466 1175
scenenet train/0/191 6875
scenenet train/0/336 700
scenenet train/0/314 1850
scenenet train/0/88 1425
scenenet train/0/20 6675
scenenet train/0/278 975
scenenet train/0/444 7275
scenenet train/0/184 2775
scenenet train/0/62 625
scenenet train/0/179 300
scenenet train/0/330 3525
scenenet train/0/394 325
scenenet train/0/495 4425
scenenet train/0/263 6875
scenenet train/0/330 5750
scenenet train/0/365 3575
scenenet train/0/403 6825
scenenet train/0/314 5750
scenenet train/0/117 6700
scenenet train/0/375 275
scenenet train/0/311 6700
scenenet train/0/213 3775
scenenet train/0/192 2400
scenenet train/0/348 4750
scenenet train/0/169 675
scenenet train/0/293 6125
scenenet train/0/389 2375
scenenet train/0/391 2850
nyud 438
nyud 147
scannet scene0000_00 005031
scannet scene0000_02 002301
scannet scene0001_00 001017
scannet scene0001_01 001275
scannet scene0000_00 004946
scannet scene0000_01 001036
scannet scene0001_01 000117
scannet scene0000_01 002984
scannet scene0002_01 000503
scannet scene0000_02 004670
scannet scene0002_01 000238
scannet scene0000_02 003987
scenenet train/0/487 1750
scenenet train/0/456 2450
scenenet train/0/333 4075
scenenet train/0/165 6450
scenenet train/0/277 6975
scenenet train/0/79 1975
scenenet train/0/4 7325
scenenet train/0/423 3175
scenenet train/0/413 5850
scenenet train/0/321 5825
scenenet train/0/103 4375
scenenet train/0/33 7150
scenenet train/0/361 25
scenenet train/0/164 2175
scenenet train/0/329 2725
scenenet train/0/52 3225
scenenet train/0/371 775
scenenet train/0/160 4675
scenenet train/0/282 4750
scenenet train/0/479 5700
scenenet train/0/267 5375
scenenet train/0/140 1850
scenenet train/0/237 6300
scenenet train/0/84 200
scenenet train/0/274 925
scenenet train/0/405 2825
scenenet train/0/401 2350
scenenet train/0/49 4125
scenenet train/0/499 5300
scenenet train/0/349 1800
scenenet train/0/194 4000
scenenet train/0/315 2475
scenenet train/0/218 2150
scenenet train/0/279 950
nyud 1088
nyud 232
scannet scene0002_01 003687
scannet scene0002_01 003910
scannet scene0002_00 000607
scannet scene0001_01 000895
scannet scene0000_01 005111
scannet scene0002_01 002901
scannet scene0002_01 000240
scannet scene0000_01 001205
scannet scene0000_01 000817
scannet scene0001_01 001252
scannet scene0000_02 004816
scannet scene0001_00 000858
scenenet train/0/184 1325
scenenet train/0/122 1125
scenenet train/0/428 5075
scenenet train/0/206 6050
scenenet train/0/454 875
scenenet train/0/207 3075
scenenet train/0/279 2300
scenenet train/0/91 4575
scenenet train/0/399 550
scenenet train/0/406 5825
scenenet train/0/317 3000
scenenet train/0/267 1825
scenenet train/0/438 3000
scenenet train/0/273 3650
scenenet train/0/170 3450
scenenet train/0/80 50
scenenet train/0/467 4200
scenenet train/0/258 175
scenenet train/0/496 2500
scenenet train/0/476 7375
scenenet train/0/265 5325
scenenet train/0/202 4925
scenenet train/0/324 7000
scenenet train/0/396 6675
scenenet train/0/288 5375
scenenet train/0/67 3125
scenenet train/0/120 3300
scenenet train/0/107 3475
scenenet train/0/308 7375
scenenet train/0/133 3350
scenenet train/0/172 4875
scenenet train/0/391 6475
scenenet train/0/187 1500
scenenet train/0/69 3825
nyud 428
nyud 26
scannet scene0002_01 003453
scannet scene0002_01 003398
scannet scene0000_01 000850
scannet scene0000_00 002892
scannet scene0000_00 001926
scannet scene0002_00 000455
scannet scene0002_01 002187
scannet scene0002_01 005166
scannet scene0000_00 003363
scannet scene0000_02 001530
scannet scene0000_02 005019
scannet scene0000_02 004167
scenenet train/0/180 3775
scenenet train/0/411 5975
scenenet train/0/224 3975
scenenet train/0/138 3600
scenenet train/0/333 3500
scenenet train/0/492 2250
scenenet train/0/10 300
scenenet train/0/374 4100
scenenet train/0/471 3475
scenenet train/0/103 275
scenenet train/0/343 250
scenenet train/0/10 7475
scenenet train/0/349 4775
scenenet train/0/393 4950
scenenet train/0/9 4300
scenenet train/0/237 1650
scenenet train/0/453 6525
scenenet train/0/445 3525
scenenet train/0/468 2575
scenenet train/0/324 750
scenenet train/0/265 5750
scenenet train/0/10 4025
scenenet train/0/0 1475
scenenet train/0/254 4825
scenenet train/0/247 6525
scenenet train/0/100 3975
scenenet train/0/425 6575
scenenet train/0/32 5750
scenenet train/0/308 625
scenenet train/0/145 7100
scenenet train/0/377 1850
scenenet train/0/327 5200
scenenet train/0/454 4400
scenenet train/0/381 3275
nyud 931
nyud 356
scannet scene0001_00 000081
scannet scene0000_00 004498
scannet scene0001_00 001414
scannet scene0000_02 000239
scannet scene0000_00 005044
scannet scene0000_00 003713
scannet scene0000_00 004322
scannet scene0001_01 000688
scannet scene0000_01 003076
scannet scene0000_01 001340
scannet scene0002_01 000354
scannet scene0002_01 004980
scenenet train/0/18 4450
scenenet train/0/403 2975
scenenet train/0/462 675
scenenet train/0/104 3650
scenenet train/0/405 2975
scenenet train/0/351 6150
scenenet train/0/481 4025
scenenet train/0/146 3500
scenenet train/0/263 1550
scenenet train/0/232 1225
scenenet train/0/354 4650
scenenet train/0/347 2600
scenenet train/0/217 1425
scenenet train/0/391 4250
scenenet train/0/188 6800
scenenet train/0/432 5650
scenenet train/0/455 5625
scenenet train/0/352 5800
scenenet train/0/20 1700
scenenet train/0/10 1750
scenenet train/0/364 6225
scenenet train/0/68 2800
scenenet train/0/323 200
scenenet train/0/23 700
scenenet train/0/496 2050
scenenet train/0/253 7300
scenenet train/0/461 7350
scenenet train/0/200 7250
scenenet train/0/147 4775
scenenet train/0/331 4325
scenenet train/0/296 5150
scenenet train/0/420 4375
scenenet train/0/299 1900
scenenet train/0/50 3475
nyud 451
nyud 985
scannet scene0000_01 002806
scannet scene0002_01 000413
scannet scene0000_01 005450
scannet scene0002_01 005370
scannet scene0001_00 000724
scannet scene0002_01 004076
scannet scene0002_01 005072
scannet scene0001_00 000375
scannet scene0000_00 000777
scannet scene0000_01 003713
scannet scene0002_00 001582
scannet scene0000_02 001921
scenenet train/0/117 6450
scenenet train/0/283 2900
scenenet train/0/53 5325
scenenet train/0/239 7450
scenenet train/0/124 7300
scenenet train/0/99 3400
scenenet train/0/33 3975
scenenet train/0/194 4175
scenenet train/0/254 5250
scenenet train/0/174 375
scenenet train/0/189 7200
scenenet train/0/265 1875
scenenet train/0/237 4650
scenenet train/0/462 1775
scenenet train/0/291 4075
scenenet train/0/312 1900
scenenet train/0/395 225
scenenet train/0/373 1250
scenenet train/0/499 6475
scenenet train/0/178 3200
scenenet train/0/44 2150
scenenet train/0/420 6075
scenenet train/0/486 6175
scenenet train/0/19 5525
scenenet train/0/0 6600
scenenet train/0/186 3600
scenenet train/0/277 6825
scenenet train/0/251 5000
scenenet train/0/443 5000
scenenet train/0/475 3975
scenenet train/0/315 2250
scenenet train/0/56 7000
scenenet train/0/53 2550
scenenet train/0/18 6675
nyud 489
nyud 230
scannet scene0000_01 005297
scannet scene0002_01 001141
scannet scene0000_02 003561
scannet scene0000_01 000197
scannet scene0001_01 000670
scannet scene0000_02 005343
scannet scene0002_01 002897
scannet scene0002_00 000973
scannet scene0000_02 000163
scannet scene0000_00 003943
scannet scene0002_01 004808
scannet scene0000_02 005055
scenenet train/0/46 25
scenenet train/0/339 2200
scenenet train/0/144 7000
scenenet train/0/450 2700
scenenet train/0/25 4350
scenenet train/0/365 5300
scenenet train/0/258 7175
scenenet train/0/30 800
scenenet train/0/64 6500
scenenet train/0/9 1375
scenenet train/0/442 5725
scenenet train/0/334 25
scenenet train/0/283 4275
scenenet train/0/196 5600
scenenet train/0/398 1800
scenenet train/0/331 75
scenenet train/0/230 3700
scenenet train/0/355 3825
scenenet train/0/56 4375
scenenet train/0/444 500
scenenet train/0/293 6900
scenenet train/0/216 1000
scenenet train/0/51 6600
scenenet train/0/135 7425
scenenet train/0/214 4100
scenenet train/0/214 4375
scenenet train/0/300 2700
scenenet train/0/189 3000
scenenet train/0/97 3975
scenenet train/0/120 4825
scenenet train/0/439 3675
scenenet train/0/310 1475
scenenet train/0/200 3500
scenenet train/0/385 5950
nyud 83
nyud 1049
scannet scene0000_00 004820
scannet scene0000_00 002606
scannet scene0002_01 000026
scannet scene0000_02 002352
scannet scene0001_00 001060
scannet scene0001_01 000200
scannet scene0002_00 001225
scannet scene0000_01 000972
scannet scene0001_01 000479
scannet scene0000_00 000124
scannet scene0002_01 003065
scannet scene0002_01 002736
scenenet train/0/347 1475
scenenet train/0/467 6225
scenenet train/0/287 5675
scenenet train/0/492 1975
scenenet train/0/177 6125
scenenet train/0/62 2775
scenenet train/0/367 2600
scenenet train/0/235 6425
scenenet train/0/406 4375
scenenet train/0/490 6800
scenenet train/0/115 200
scenenet train/0/219 4025
scenenet train/0/35 7100
scenenet train/0/108 4900
scenenet train/0/413 950
scenenet train/0/295 800
scenenet train/0/161 925
scenenet train/0/71 550
scenenet train/0/264 7275
scenenet train/0/25 3825
scenenet train/0/309 6425
scenenet train/0/497 6950
scenenet train/0/468 5950
scenenet train/0/118 575
scenenet train/0/92 4075
scenenet train/0/220 375
scenenet train/0/36 1450
scenenet train/0/298 5650
scenenet train/0/165 675
scenenet train/0/352 3350
scenenet train/0/319 5850
scenenet train/0/465 1000
scenenet train/0/253 5700
scenenet train/0/114 5100
nyud 157
nyud 496
scannet scene0002_01 003802
scannet scene0000_00 004598
scannet scene0000_02 002175
scannet scene0002_00 000588
scannet scene0002_01 000089
scannet scene0000_01 000173
scannet scene0002_00 000228
scannet scene0000_01 005419
scannet scene0000_02 003511
scannet scene0000_01 004904
scannet scene0000_00 001044
scannet scene0000_00 003970
scenenet train/0/244 6175
scenenet train/0/243 6475
scenenet train/0/384 1650
scenenet train/0/356 75
scenenet train/0/429 1900
scenenet train/0/202 2650
scenenet train/0/233 725
scenenet train/0/266 1350
scenenet train/0/94 3800
scenenet train/0/324 5375
scenenet train/0/109 4825
scenenet train/0/436 4475
scenenet train/0/77 3000
scenenet train/0/87 4950
scenenet train/0/276 2725
scenenet train/0/429 1275
scenenet train/0/290 2225
scenenet train/0/362 5875
scenenet train/0/165 5850
scenenet train/0/209 5300
scenenet train/0/136 3125
scenenet train/0/322 250
scenenet train/0/412 1150
scenenet train/0/45 3100
scenenet train/0/328 7075
scenenet train/0/256 6975
scenenet train/0/429 4225
scenenet train/0/289 5325
scenenet train/0/197 2400
scenenet train/0/141 3825
